Station,PM10,AQI,NO2,District,PM2_5,SO2,Date,Region
Jammu Vikram Chowk Forest Information Center 1072,115.0,115.0,31.0,Jammu,55.0,3.0,3994-04-02,Jammu
Jammu Vikram Chowk Forest Information Center 1072,118.0,118.0,29.0,Jammu,63.0,3.0,3994-05-02,Jammu
Jammu Vikram Chowk Forest Information Center 1072,110.0,110.0,26.0,Jammu,56.0,2.0,3994-06-02,Jammu
Jammu Vikram Chowk Forest Information Center 1072,84.0,84.0,24.0,Jammu,29.0,2.0,3994-07-02,Jammu
Jammu Vikram Chowk Forest Information Center 1072,64.0,64.0,21.0,Jammu,29.0,2.0,3994-08-02,Jammu
Jammu Vikram Chowk Forest Information Center 1072,74.0,74.0,16.0,Jammu,22.0,2.0,3994-09-02,Jammu
Jammu Vikram Chowk Forest Information Center 1072,110.0,110.0,25.0,Jammu,51.0,4.0,3994-10-02,Jammu
Jammu Vikram Chowk Forest Information Center 1072,127.0,127.0,35.0,Jammu,59.0,3.0,3994-11-02,Jammu
Jammu Vikram Chowk Forest Information Center 1072,133.0,133.0,39.0,Jammu,80.0,3.0,3994-12-02,Jammu
Jammu Vikram Chowk Forest Information Center 1072,162.0,162.0,45.0,Jammu,101.0,3.0,3995-01-02,Jammu
Jammu Vikram Chowk Forest Information Center 1072,140.0,140.0,41.0,Jammu,74.0,4.0,3995-02-02,Jammu
Jammu Vikram Chowk Forest Information Center 1072,144.0,144.0,40.0,Jammu,71.0,4.0,3995-03-02,Jammu
Samba BariBrahmna Industrial area 507,134.0,134.0,26.0,Jammu,46.0,2.0,3991-01-02,Jammu
Samba BariBrahmna Industrial area 507,178.0,178.0,28.0,Jammu,64.0,5.0,3991-02-02,Jammu
Samba BariBrahmna Industrial area 507,166.0,166.0,26.0,Jammu,60.0,5.0,3991-03-02,Jammu
Samba BariBrahmna Industrial area 507,178.0,178.0,29.0,Jammu,61.0,3.0,3991-04-02,Jammu
Samba BariBrahmna Industrial area 507,182.0,182.0,34.0,Jammu,73.0,4.0,3991-05-02,Jammu
Samba BariBrahmna Industrial area 507,207.0,207.0,38.0,Jammu,78.0,4.0,3991-06-02,Jammu
Samba BariBrahmna Industrial area 507,138.0,138.0,28.0,Jammu,52.0,4.0,3991-07-02,Jammu
Samba BariBrahmna Industrial area 507,143.0,143.0,25.0,Jammu,43.0,3.0,3991-08-02,Jammu
Samba BariBrahmna Industrial area 507,124.0,124.0,25.0,Jammu,13.0,3.0,3991-09-02,Jammu
Samba BariBrahmna Industrial area 507,145.0,145.0,26.0,Jammu,24.0,3.0,3991-10-02,Jammu
Samba BariBrahmna Industrial area 507,161.0,152.0,27.0,Jammu,34.0,2.0,3991-11-02,Jammu
